"ms"	"ms_name"	"fund"	"year"	"planned_eu_amount"	"n_3_decommitment_amount"	"de_commitments_at_closure"	"rec_at_closure"	"net_planned_eu_amount"	"cumulative_initial_pre_financing"	"cumulative_additional_initial_pre_financing"	"recovery_of_initial_pre_financing"	"net_initial_pre_financing"	"cumulative_annual_pre_financing"	"annual_pre_financing_covered_by_expenditure"	"pf_covered_by_expenditure_at_closure_clearing"	"recovery_of_annual_pre_financing"	"recovery_of_pf_at_closure"	"net_annual_pre_financing"	"cumulative_interim_payments"	"recovery_of_expenses"	"recovery_of_expenses_at_closure"	"payment_at_closure"	"net_interim_payments"	"total_net_payments"	"eu_payment_rate"	"eu_payment_rate_on_planned_eu_amount"
"875"	"SK"	"Slovakia"	"ERDF"	2026	7314288321	147316596	0	0	7166971725	295265777.04	0	0	295265777.04	1329415136.76	262326538.41	6822341.97	889734931.4	0	465797102.02	6473245971.7	60445173.82	0	1359962.48	6683309640.74	7149106742.76	99.7507317884668	97.7416589148428
"876"	"GR"	"Greece"	"CF"	2026	2775403635	0	0	0	2775403635	122080193.92	213640339.36	0	335720533.28	569840704	86342849.64	0	415982156.39	0	403236231.25	2326548097.99	40723543.88	0	0	2372167403.75	2775403635	100	100
"877"	"MT"	"Malta"	"CF"	2026	204992109	0	0	0	204992109	6140327.46	0	0	6140327.46	39419306.16	14763487.05	0	22342003.18	0	8454143.39	181774478.56	0	0	0	196537965.61	204992109	100	100
"878"	"MT"	"Malta"	"ERDF"	2026	379516282	0	0	0	379516282	10838782.71	0	0	10838782.71	69509021.52	23014093.27	0	41589037.22	0	15744673.74	332509207.94	0	0	0	355523301.21	371267974.95	97.8266263026892	97.8266263026892
"879"	"SI"	"Slovenia"	"ERDF"	2026	1672426573	0	0	0	1672426573	75220034.25	0	0	75220034.25	250164166.49	92221653.25	0	147756471.52	0	85406075.97	1504105045.52	9306201.74	0	0	1587020497.03	1672426573	100	100
"880"	"SK"	"Slovakia"	"TOTAL"	2022	11305289748	147316596	0	0	11157973152	412810467.27	0	0	412810467.27	1869708671.95	216468235.86	0	1138652023.96	0	927398879.4	6490574604.12	101674712.82	0	0	6605368127.16	7532767006.56	67.5101732540896	66.6304639197117
"881"	"SE"	"Sweden"	"TOTAL"	2016	944998230	0	0	0	944998230	26648949	0	0	26648949	17765966	0	0	0	0	44414915	44236589.52	0	0	0	44236589.52	88651504.52	9.38112916042182	9.38112916042182
"882"	"DK"	"Denmark"	"TOTAL"	2026	362448078	0	0	0	362448078	24291911.58	0	0	24291911.58	46826289	11415134.16	0	30002164.72	0	29700901.7	323654756.92	2322714.78	0	0	332747176.3	362448078	100	100
"883"	"PT"	"Portugal"	"CF"	2026	2781050224	0	0	0	2781050224	94151317.19	0	0	94151317.19	523292999.95	222760488.69	0	247065336.12	0	147618492.33	2410671242.98	0	0	0	2633431731.67	2781050224	100	100
"884"	"PL"	"Poland"	"CF"	2026	23139930966	0	0	0	23139930966	654465290.97	0	0	654465290.97	4278864643.08	2078188156.45	29426924.25	1823222295.83	0	1002492557.52	20030016978.39	193650.61	0	0	22137438408.48	23139930966	100	100
"885"	"GR"	"Greece"	"ERDF"	2026	10980751660	0	0	0	10980751660	548193834.67	537270092.92	0	1085463927.59	1468949559.57	842390368.8	0	819793798.31	0	892229320.05	9361054903.12	114922931.99	0	0	10088522339.93	10980751659.98	99.9999999998179	99.9999999998179
"886"	"RO"	"Romania"	"TOTAL"	2026	18911134853	0	0	0	18911134853	1129302729.02	0	0	1129302729.02	3304685776.16	941664619.38	0	1962973200.26	0	1529350685.54	16521525430.54	97679377	0	0	17365510672.92	18894861358.46	99.9139475517123	99.9139475517123
"887"	"BG"	"Bulgaria"	"TOTAL"	2026	6105386534	34502247	0	0	6070884287	248896575.12	0	0	248896575.12	1077920613.47	346846370.17	0	630371580.57	0	349599237.85	5383773840.12	27215466.14	0	0	5703404744.15	6053003982	99.7054744555371	99.1420272621842
"888"	"RO"	"Romania"	"ERDF"	2026	12376137876	0	0	0	12376137876	868546842.66	0	0	868546842.66	2048832083.97	618860125.77	0	1203387833.42	0	1095130967.44	10743552665.25	97679377	0	0	11264733414.02	12359864381.46	99.8685091043502	99.8685091043502
"889"	"CY"	"Cyprus"	"CF"	2026	258856192	0	0	0	258856192	10134768	0	0	10134768	51156203.27	21385187.23	0	25511673.5	0	14394110.54	223076894.23	0	0	0	244462081.46	258856192	100	100
"890"	"AT"	"Austria"	"ERDF"	2026	693957603	0	0	0	693957603	70841758.02	0	0	70841758.02	107049609.22	17400521.85	0	75961071.52	0	84529773.87	593680448.89	2472311.1	0	0	608608659.64	693138433.51	99.8819568390837	99.8819568390837
"891"	"RO"	"Romania"	"CF"	2026	6534996977	0	0	0	6534996977	260755886.36	0	0	260755886.36	1255853692.19	322804493.61	0	759585366.84	0	434219718.1	5777972765.29	0	0	0	6100777258.9	6534996977	100	100
"892"	"DE"	"Germany"	"TOTAL"	2026	12288549758.25	0	344746.25	0	12288205012	480506440.17	0	0	480506440.17	2057845907.31	683454013.46	64452970.7	1182697512.9	0	607747850.42	10894833090.94	7045175.33	0	0	11635694899.77	12243442750.19	99.6357298582967	99.6329346509769
"893"	"SI"	"Slovenia"	"TOTAL"	2026	2586473468	0	0	0	2586473468	100469478.51	0	0	100469478.51	418039558.84	134548156.92	0	259942057.16	0	124018823.27	2344826783.19	16920295.38	0	0	2462454644.73	2586473468	100	100
"894"	"PL"	"Poland"	"ERDF"	2020	40297613421	0	0	0	40297613421	1134031140.72	0	0	1134031140.72	5008637538.34	929902595.67	0	2403592964.58	0	2809173118.81	20348548834.92	103176280.44	0	0	21175275150.15	23984448268.96	59.5182846646227	59.5182846646227
"895"	"LV"	"Latvia"	"ERDF"	2026	2665837658	0	0	0	2665837658	95203562.97	0	0	95203562.97	458358270.63	57202247.58	0	336335169.04	0	160024416.98	2450118374.13	1507380.69	0	0	2505813241.02	2665837658	100	100
"896"	"UK"	"United Kingdom"	"ERDF"	2021	5861030512	46154833	0	0	5814875679	164281476.84	0	0	164281476.84	843373391.98	185167864.66	0	457606179.1	0	364880825.06	3134198585.4	16432276.13	0	0	3302934173.93	3667814998.99	63.0764130045986	62.5796946711067
"897"	"LV"	"Latvia"	"CF"	2026	1246634592	0	0	0	1246634592	38053494.39	0	0	38053494.39	242867675.75	27603019.68	0	181109707.95	0	72208442.51	1148406014.8	1582884.99	0	0	1174426149.49	1246634592	100	100
"898"	"SE"	"Sweden"	"ERDF"	2021	992219390	19872	0	0	992199518	32970577.39	0	0	32970577.39	136712047.31	43955103.67	0	59705621.01	0	66021900.02	553158888.59	1692594.81	0	0	595421397.45	661443297.47	66.6643437605459	66.6630086184871
"899"	"BG"	"Bulgaria"	"CF"	2026	2206897416	20507335	0	0	2186390081	64248261.45	0	0	64248261.45	416176999.71	99820307.1	0	266280768.07	0	114324185.99	1972245587.91	0	0	0	2072065895.01	2186390081	100	99.0707617467254
"900"	"CY"	"Cyprus"	"TOTAL"	2026	626070756	0	0	0	626070756	28087244.59	0	0	28087244.59	103654139.55	51368236.46	0	48451165.2	0	31921982.48	542780537.06	0	0	0	594148773.52	626070756	100	100
"901"	"SK"	"Slovakia"	"TOTAL"	2026	11305289748	147316596	0	0	11157973152	412810467.27	0	0	412810467.27	2088030937.56	444292054.09	6822341.97	1353738221.72	0	695988787.05	10093319736.99	101674712.82	0	1359962.48	10444119382.71	11140108169.76	99.839890435327	98.538900090825
"902"	"GR"	"Greece"	"TOTAL"	2026	13756155295	0	0	0	13756155295	670274028.59	750910432.28	0	1421184460.87	2038790263.57	928733218.44	0	1235775954.7	0	1295465551.3	11687603001.11	155646475.87	0	0	12460689743.68	13756155294.98	99.9999999998546	99.9999999998546
"903"	"TC"	"Interreg"	"TOTAL"	2026	9435470395.15	10176032	5676635.82	19536976.33	9400080751	277009954.59	0	0	277009954.59	1788194898.31	699836975.53	144346372.53	941609397.3	19536976.33	259875131.21	8183169837.89	12084792.93	0	583939.51	9015852332.53	9295264440.07	98.8849424413843	98.5140544222144
"904"	"SE"	"Sweden"	"ERDF"	2016	944998230	0	0	0	944998230	26648949	0	0	26648949	17765966	0	0	0	0	44414915	44236589.52	0	0	0	44236589.52	88651504.52	9.38112916042182	9.38112916042182
"905"	"NL"	"Netherlands"	"ERDF"	2026	791056051	0	0	0	791056051	47368625.97	0	0	47368625.97	109683026.38	41798836.82	0	60311237.05	0	54941578.48	687478677.62	0	0	0	729277514.44	784219092.92	99.135717618068	99.135717618068
"906"	"UK"	"United Kingdom"	"TOTAL"	2026	5854453488.34	58022554	2790026.34	0	5793640908	164281476.84	0	0	164281476.84	1075492112.92	409456628.87	146884807.38	581614373.32	0	101817780.19	5147122309.69	17075633.36	0	0	5686388112.58	5788205892.77	99.9061899880178	98.8684239151965
"907"	"BG"	"Bulgaria"	"ERDF"	2026	3898489118	13994912	0	0	3884494206	184648313.67	0	0	184648313.67	661743613.76	247026063.07	0	364090812.5	0	235275051.86	3411528252.21	27215466.14	0	0	3631338849.14	3866613901	99.5397005619835	99.1823699891113
"908"	"SE"	"Sweden"	"TOTAL"	2023	1008026234	19872	0	0	1008006362	35269351.35	0	0	35269351.35	177032301.79	67389464.08	0	76275378.2	0	68636810.86	787758611.22	1692594.81	0	0	853455480.49	922092291.35	91.4768324993964	91.475029145918
"909"	"ES"	"Spain"	"TOTAL"	2016	19408883778	0	0	0	19408883778	638552276.36	0	0	638552276.36	364887015.02	0	0	0	0	1003439291.38	646955081.69	0	0	0	646955081.69	1650394373.07	8.50329360486318	8.50329360486318
"910"	"ES"	"Spain"	"ERDF"	2026	29101440102	2111646	0	0	29099328456	1684672125.11	0	21531983.27	1663140141.84	3957618233.99	1031335483.61	0	2542001698.91	0	2047421193.31	26164064280.75	303519789.95	0	0	26891879974.41	28939301167.72	99.4500653562436	99.4428491039904
"911"	"EE"	"Estonia"	"TOTAL"	2026	3112781061	0	0	0	3112781061	155343307.29	0	0	155343307.29	548319872.3	129197423.35	0	356673815.12	0	217791941.12	2971046041.66	205254345.13	0	0	2894989119.88	3112781061	100	100
"912"	"BE"	"Belgium"	"TOTAL"	2025	1077621364	0	0	0	1077621364	42388295.19	0	0	42388295.19	180713574.01	50464972.27	0	110172408.92	0	62464488.01	941179287.42	2389164.25	0	0	989255095.44	1051719583.45	97.596393184536	97.596393184536
"913"	"ES"	"Spain"	"TOTAL"	2026	29101440102	2111646	0	0	29099328456	1684672125.11	0	21531983.27	1663140141.84	3957618233.99	1031335483.61	0	2542001698.91	0	2047421193.31	26164064280.75	303519789.95	0	0	26891879974.41	28939301167.72	99.4500653562436	99.4428491039904
"914"	"DE"	"Germany"	"ERDF"	2026	12288549758.25	0	344746.25	0	12288205012	480506440.17	0	0	480506440.17	2057845907.31	683454013.46	64452970.7	1182697512.9	0	607747850.42	10894833090.94	7045175.33	0	0	11635694899.77	12243442750.19	99.6357298582967	99.6329346509769
"915"	"HU"	"Hungary"	"TOTAL"	2026	17406099478	0	0	0	17406099478	708633792.81	0	0	708633792.81	2955716095.18	461915261.12	0	2193689413.77	0	1008745213.1	17628370084.45	1692931080.67	0	0	16397354264.9	17406099478	100	100
"916"	"IE"	"Ireland"	"ERDF"	2025	470775098	0	0	0	470775098	13462894.8	0	0	13462894.8	74779010.11	19729107.21	0	47836199.41	0	20676598.29	441174693.99	10805301.49	0	0	450098499.71	470775098	100	100
"917"	"FR"	"France"	"ERDF"	2024	11135137721	1961802	0	0	11133175919	547565185.23	0	0	547565185.23	1679878237.13	579202489.08	0	979058307.18	0	669182626.1	9612723173.16001	44659534.47	0	0	10147266127.77	10816448753.87	97.1551049993787	97.1379880957469
"918"	"MT"	"Malta"	"ERDF"	2025	379516282	0	0	0	379516282	10838782.71	0	0	10838782.71	69509021.52	23014093.27	0	41589037.22	0	15744673.74	332509207.94	0	0	0	355523301.21	371267974.95	97.8266263026892	97.8266263026892
"919"	"SE"	"Sweden"	"TOTAL"	2026	1013298307.75	19872	3882171.5	1389902.25	1008006362	35269351.35	0	0	35269351.35	177032301.79	79331844.15	26317248.51	86056740.85	1389902.25	19205917.38	874422545.91	1692594.81	0	0	978379043.76	998974863.39	99.1040236500015	98.5864533424708
"920"	"IE"	"Ireland"	"TOTAL"	2025	470775098	0	0	0	470775098	13462894.8	0	0	13462894.8	74779010.11	19729107.21	0	47836199.41	0	20676598.29	441174693.99	10805301.49	0	0	450098499.71	470775098	100	100
"921"	"CY"	"Cyprus"	"ERDF"	2026	367214564	0	0	0	367214564	17952476.59	0	0	17952476.59	52497936.28	29983049.23	0	22939491.7	0	17527871.94	319703642.83	0	0	0	349686692.06	367214564	100	100
"922"	"HR"	"Croatia"	"TOTAL"	2025	6963812572	0	0	0	6963812572	198770284.23	0	0	198770284.23	1266783880.99	402129310.17	0	739854375.63	0	323570479.42	6230111119.56	529271.71	0	0	6631711158.02	6955281637.44	99.8774962066857	99.8774962066857
"923"	"CZ"	"Czechia"	"TOTAL"	2026	18992194650	0	0	0	18992194650	888878365.11	0	0	888878365.11	3383441395.18	1401863686.07	196558839.65	1761284206.24	0	912613028.33	16495374197.46	16009566.99	0	0	18077787156.19	18990400184.52	99.9905515633497	99.9905515633497
"924"	"IT"	"Italy"	"TOTAL"	2026	27724375038	0	0	0	27724375038	1292490104.31	0	0	1292490104.31	4014671776.99	1433353042.05	45736188.86	2371655178.06	0	1456417472.33	24857795315.36	161827751.07	0	0	26175056795.2	27631474267.53	99.6649130220513	99.6649130220513
"925"	"RO"	"Romania"	"ERDF"	2025	12376137876	0	0	0	12376137876	868546842.66	0	0	868546842.66	2048832083.97	618860125.77	0	1203387833.42	0	1095130967.44	10743552665.25	97679377	0	0	11264733414.02	12359864381.46	99.8685091043502	99.8685091043502
"926"	"SK"	"Slovakia"	"TOTAL"	2021	11264407758	147316596	0	0	11117091162	346544129.31	0	0	346544129.31	1647446542.95	139691996.62	0	993086439.96	0	861212235.68	4955006807.96	78699176.84	0	0	5015999627.74	5877211863.42	52.8664538032148	52.1750631696193
"927"	"AT"	"Austria"	"TOTAL"	2026	693957603	0	0	0	693957603	70841758.02	0	0	70841758.02	107049609.22	17400521.85	0	75961071.52	0	84529773.87	593680448.89	2472311.1	0	0	608608659.64	693138433.51	99.8819568390837	99.8819568390837
"928"	"NL"	"Netherlands"	"ERDF"	2025	791056051	0	0	0	791056051	47368625.97	0	0	47368625.97	109683026.38	41798836.82	0	60311237.05	0	54941578.48	687478677.62	0	0	0	729277514.44	784219092.92	99.135717618068	99.135717618068
"929"	"CZ"	"Czechia"	"ERDF"	2026	12848248555	0	0	0	12848248555	712376659.74	0	0	712376659.74	2248771495.71	923580532.16	37210057.17	1184607777.42	0	815749788.7	11085923278.48	16009566.99	0	0	12030704300.82	12846454089.52	99.9860333844546	99.9860333844546
"930"	"EU28"	"EU28"	"CF"	2026	61455291487	20507335	0	0	61434784152	1899468771.83	213640339.36	0	2113109111.19	11513212152.62	3820369154.86	188775706.73	6448250457.89	0	3168925944.33	55481636833.38	1224923487.3	0	0	58265858207.67	61434784152	100	99.9666304812754
"931"	"SE"	"Sweden"	"ERDF"	2023	1008026234	19872	0	0	1008006362	35269351.35	0	0	35269351.35	177032301.79	67389464.08	0	76275378.2	0	68636810.86	787758611.22	1692594.81	0	0	853455480.49	922092291.35	91.4768324993964	91.475029145918
"932"	"SK"	"Slovakia"	"CF"	2026	3991001427	0	0	0	3991001427	117544690.23	0	0	117544690.23	758615800.8	181965515.68	0	464003290.32	0	230191685.03	3620073765.29	41229539	0	0	3760809741.97	3991001427	100	100
"933"	"MT"	"Malta"	"TOTAL"	2026	584508391	0	0	0	584508391	16979110.17	0	0	16979110.17	108928327.68	37777580.32	0	63931040.4	0	24198817.13	514283686.5	0	0	0	552061266.82	576260083.95	98.5888471103232	98.5888471103232
"934"	"HU"	"Hungary"	"CF"	2026	6025427012	0	0	0	6025427012	169917041.73	0	0	169917041.73	1057978376.07	53406714.64	0	847683077.75	0	326805625.41	6593570710.92	948356038.97	0	0	5698621386.59	6025427012	100	100
"935"	"MT"	"Malta"	"TOTAL"	2025	584508391	0	0	0	584508391	16979110.17	0	0	16979110.17	108928327.68	37777580.32	0	63931040.4	0	24198817.13	514283686.5	0	0	0	552061266.82	576260083.95	98.5888471103232	98.5888471103232
"936"	"SK"	"Slovakia"	"ERDF"	2025	7314288321	147316596	0	0	7166971725	295265777.04	0	0	295265777.04	1329415136.76	262326538.41	6822341.97	889734931.4	0	465797102.02	6473245971.7	60445173.82	0	1359962.48	6683309640.74	7149106742.76	99.7507317884668	97.7416589148428
"937"	"HR"	"Croatia"	"CF"	2025	2130755644	0	0	0	2130755644	72179196.39	0	0	72179196.39	442600038.64	104622638.44	0	274547911.92	0	135608684.67	1891053592.6	529271.71	0	0	1995146959.33	2130755644	100	100
"938"	"EE"	"Estonia"	"CF"	2026	1061534677	0	0	0	1061534677	30267677.07	0	0	30267677.07	196418673.35	38388453.92	0	134009249.76	0	54288646.74	1131046478.85	162188902.51	0	0	1007246030.26	1061534677	100	100
"939"	"BG"	"Bulgaria"	"TOTAL"	2025	6105386534	34502247	0	0	6070884287	248896575.12	0	0	248896575.12	1077920613.47	346846370.17	0	630371580.57	0	349599237.85	5383773840.12	27215466.14	0	0	5703404744.15	6053003982	99.7054744555371	99.1420272621842
"940"	"RO"	"Romania"	"TOTAL"	2025	18911134853	0	0	0	18911134853	1129302729.02	0	0	1129302729.02	3304685776.16	941664619.38	0	1962973200.26	0	1529350685.54	16521525430.54	97679377	0	0	17365510672.92	18894861358.46	99.9139475517123	99.9139475517123
"941"	"SK"	"Slovakia"	"TOTAL"	2025	11305289748	147316596	0	0	11157973152	412810467.27	0	0	412810467.27	2088030937.56	444292054.09	6822341.97	1353738221.72	0	695988787.05	10093319736.99	101674712.82	0	1359962.48	10444119382.71	11140108169.76	99.839890435327	98.538900090825
"942"	"PL"	"Poland"	"ERDF"	2026	42163894000	0	0	0	42163894000	1840696225.92	0	0	1840696225.92	7392283352.57	3153314743.6	54304329.77	3954220723.42	0	2071139781.7	37061416478.63	176281333.7	0	0	40092754218.3	42163894000	100	100
"943"	"BG"	"Bulgaria"	"ERDF"	2025	3898489118	13994912	0	0	3884494206	184648313.67	0	0	184648313.67	661743613.76	247026063.07	0	364090812.5	0	235275051.86	3411528252.21	27215466.14	0	0	3631338849.14	3866613901	99.5397005619835	99.1823699891113
"944"	"HR"	"Croatia"	"ERDF"	2025	4833056928	0	0	0	4833056928	126591087.84	0	0	126591087.84	824183842.35	297506671.73	0	465306463.71	0	187961794.75	4339057526.96	0	0	0	4636564198.69	4824525993.44	99.8234878113979	99.8234878113979
"945"	"NL"	"Netherlands"	"TOTAL"	2025	791056051	0	0	0	791056051	47368625.97	0	0	47368625.97	109683026.38	41798836.82	0	60311237.05	0	54941578.48	687478677.62	0	0	0	729277514.44	784219092.92	99.135717618068	99.135717618068
"946"	"BE"	"Belgium"	"ERDF"	2025	1077621364	0	0	0	1077621364	42388295.19	0	0	42388295.19	180713574.01	50464972.27	0	110172408.92	0	62464488.01	941179287.42	2389164.25	0	0	989255095.44	1051719583.45	97.596393184536	97.596393184536
"947"	"FR"	"France"	"TOTAL"	2024	11135137721	1961802	0	0	11133175919	547565185.23	0	0	547565185.23	1679878237.13	579202489.08	0	979058307.18	0	669182626.1	9612723173.16001	44659534.47	0	0	10147266127.77	10816448753.87	97.1551049993787	97.1379880957469
"948"	"IE"	"Ireland"	"ERDF"	2026	470775098	0	0	0	470775098	13462894.8	0	0	13462894.8	74779010.11	19729107.21	0	47836199.41	0	20676598.29	441174693.99	10805301.49	0	0	450098499.71	470775098	100	100
"949"	"DK"	"Denmark"	"ERDF"	2026	362448078	0	0	0	362448078	24291911.58	0	0	24291911.58	46826289	11415134.16	0	30002164.72	0	29700901.7	323654756.92	2322714.78	0	0	332747176.3	362448078	100	100
"950"	"BE"	"Belgium"	"ERDF"	2026	1077621364	0	0	0	1077621364	42388295.19	0	0	42388295.19	180713574.01	50464972.27	0	110172408.92	0	62464488.01	941179287.42	2389164.25	0	0	989255095.44	1051719583.45	97.596393184536	97.596393184536
"951"	"HR"	"Croatia"	"CF"	2026	2130755644	0	0	0	2130755644	72179196.39	0	0	72179196.39	442600038.64	104622638.44	0	274547911.92	0	135608684.67	1891053592.6	529271.71	0	0	1995146959.33	2130755644	100	100
"952"	"LT"	"Lithuania"	"TOTAL"	2026	5723616814	0	0	0	5723616814	263020536.87	0	0	263020536.87	1028318055.34	275800842.88	0	680765217.17	0	334772532.16	5136387846.01	23344407.05	0	0	5388844281.84	5723616814	100	100
"953"	"CZ"	"Czechia"	"CF"	2026	6143946095	0	0	0	6143946095	176501705.37	0	0	176501705.37	1134669899.47	478283153.91	159348782.48	576676428.82	0	96863239.63	5409450918.98	0	0	0	6047082855.37	6143946095	100	100
"954"	"FR"	"France"	"TOTAL"	2023	11135137721	1961802	0	0	11133175919	547565185.23	0	0	547565185.23	1679878237.13	411363234.88	0	906532535.84	0	909547651.64	8071350316.9	36900423.85	0	0	8445813127.93	9355360779.57	84.0313747634584	84.0165700144554
"955"	"PL"	"Poland"	"TOTAL"	2026	65303824966	0	0	0	65303824966	2495161516.89	0	0	2495161516.89	11671147995.65	5231502900.05	83731254.02	5777443019.25	0	3073632339.22	57091433457.02	176474984.31	0	0	62230192626.78	65303824966	100	100
"956"	"UK"	"United Kingdom"	"ERDF"	2026	5854453488.34	58022554	2790026.34	0	5793640908	164281476.84	0	0	164281476.84	1075492112.92	409456628.87	146884807.38	581614373.32	0	101817780.19	5147122309.69	17075633.36	0	0	5686388112.58	5788205892.77	99.9061899880178	98.8684239151965
"957"	"SE"	"Sweden"	"TOTAL"	2021	992219390	19872	0	0	992199518	32970577.39	0	0	32970577.39	136712047.31	43955103.67	0	59705621.01	0	66021900.02	553158888.59	1692594.81	0	0	595421397.45	661443297.47	66.6643437605459	66.6630086184871
"958"	"IT"	"Italy"	"ERDF"	2026	27724375038	0	0	0	27724375038	1292490104.31	0	0	1292490104.31	4014671776.99	1433353042.05	45736188.86	2371655178.06	0	1456417472.33	24857795315.36	161827751.07	0	0	26175056795.2	27631474267.53	99.6649130220513	99.6649130220513
"959"	"SI"	"Slovenia"	"CF"	2026	914046895	0	0	0	914046895	25249444.26	0	0	25249444.26	167875392.35	42326503.67	0	112185585.64	0	38612747.3	840721737.67	7614093.64	0	0	875434147.7	914046895	100	100
"960"	"LV"	"Latvia"	"TOTAL"	2026	3912472250	0	0	0	3912472250	133257057.36	0	0	133257057.36	701225946.38	84805267.26	0	517444876.99	0	232232859.49	3598524388.93	3090265.68	0	0	3680239390.51	3912472250	100	100
"961"	"EE"	"Estonia"	"ERDF"	2026	2051246384	0	0	0	2051246384	125075630.22	0	0	125075630.22	351901198.95	90808969.43	0	222664565.36	0	163503294.38	1839999562.81	43065442.62	0	0	1887743089.62	2051246384	100	100
"962"	"HR"	"Croatia"	"ERDF"	2026	4833056928	0	0	0	4833056928	126591087.84	0	0	126591087.84	824183842.35	297506671.73	0	465306463.71	0	187961794.75	4339057526.96	0	0	0	4636564198.69	4824525993.44	99.8234878113979	99.8234878113979
"963"	"FR"	"France"	"TOTAL"	2026	11135137721	1961802	0	0	11133175919	547565185.23	0	0	547565185.23	1679878237.13	579202489.08	24891131.93	979058307.18	0	644291494.17	9844629436.86	44659534.47	0	0	10404063523.4	11048355017.57	99.2381248437363	99.2206409511547
"964"	"TC"	"Interreg"	"ERDF"	2026	9435470395.15	10176032	5676635.82	19536976.33	9400080751	277009954.59	0	0	277009954.59	1788194898.31	699836975.53	144346372.53	941609397.3	19536976.33	259875131.21	8183169837.89	12084792.93	0	583939.51	9015852332.53	9295264440.07	98.8849424413843	98.5140544222144
"965"	"FR"	"France"	"ERDF"	2026	11135137721	1961802	0	0	11133175919	547565185.23	0	0	547565185.23	1679878237.13	579202489.08	24891131.93	979058307.18	0	644291494.17	9844629436.86	44659534.47	0	0	10404063523.4	11048355017.57	99.2381248437363	99.2206409511547
