"ms"	"ms_name"	"fund"	"year"	"planned_eu_amount"	"n_3_decommitment_amount"	"de_commitments_at_closure"	"rec_at_closure"	"net_planned_eu_amount"	"cumulative_initial_pre_financing"	"cumulative_additional_initial_pre_financing"	"recovery_of_initial_pre_financing"	"net_initial_pre_financing"	"cumulative_annual_pre_financing"	"annual_pre_financing_covered_by_expenditure"	"pf_covered_by_expenditure_at_closure_clearing"	"recovery_of_annual_pre_financing"	"recovery_of_pf_at_closure"	"net_annual_pre_financing"	"cumulative_interim_payments"	"recovery_of_expenses"	"recovery_of_expenses_at_closure"	"payment_at_closure"	"net_interim_payments"	"total_net_payments"	"eu_payment_rate"	"eu_payment_rate_on_planned_eu_amount"
"492"	"HR"	"Croatia"	"TOTAL"	2022	6963812572	0	0	0	6963812572	198770284.23	0	0	198770284.23	1127507629.55	257119723.88	0	608332632.58	0	460825557.32	3719625127.48	529271.71	0	0	3976215579.65	4437041136.97	63.7156886561019	63.7156886561019
"493"	"FR"	"France"	"ERDF"	2014	8426107776	0	0	0	8426107776	54576005.22	0	0	54576005.22	0	0	0	0	0	54576005.22	0	0	0	0	0	54576005.22	0.647701247964669	0.647701247964669
"494"	"EE"	"Estonia"	"CF"	2024	1061534677	0	0	0	1061534677	30267677.07	0	0	30267677.07	196418673.35	38388453.92	0	134009249.76	0	54288646.74	1131046478.85	162188902.51	0	0	1007246030.26	1061534677	100	100
"495"	"FI"	"Finland"	"TOTAL"	2016	789099456	0	0	0	789099456	22252604.61	0	0	22252604.61	14835069.74	0	0	0	0	37087674.35	56709746.65	0	0	0	56709746.65	93797421	11.8866411941868	11.8866411941868
"496"	"LU"	"Luxembourg"	"TOTAL"	2021	89189782	0	0	0	89189782	8215579.46	0	0	8215579.46	2819072.38	876416.32	0	1357823.64	0	8800411.88	13600086.11	830013.35	0	0	13646489.08	22446900.96	25.1675701595503	25.1675701595503
"497"	"ES"	"Spain"	"ERDF"	2014	877216323	0	0	0	877216323	12000549	0	0	12000549	0	0	0	0	0	12000549	0	0	0	0	0	12000549	1.3680261852583	1.3680261852583
"498"	"CZ"	"Czechia"	"ERDF"	2019	11940689631	0	0	0	11940689631	336727447.59	0	0	336727447.59	1150485445.94	48127218.01	0	779661090.65	0	659424584.87	3445263872.12	15959292.83	0	0	3477431797.3	4136856382.17	34.6450373471733	34.6450373471733
"499"	"PL"	"Poland"	"ERDF"	2017	40213870235	0	0	0	40213870235	1134031140.72	0	0	1134031140.72	1748298008.7	4231783.49	0	751788976.99	0	2126308388.94	3181514742.6	0	0	0	3185746526.09	5312054915.03	13.2095092662995	13.2095092662995
"500"	"TC"	"Interreg"	"TOTAL"	2023	9410256783	10176032	0	0	9400080751	277009954.59	0	0	277009954.59	1788194898.31	551390235.8	0	890070455.82	0	623744161.28	7394234778.84	12068759.85	0	0	7933556254.79	8557300416.07	91.0343287759486	90.9358863780328
"501"	"UK"	"United Kingdom"	"ERDF"	2020	5861030512	46154833	0	0	5814875679	164281476.84	0	0	164281476.84	727195354.3	120458656.51	0	357955347.73	0	413062826.9	2116652330.26	16432276.13	0	0	2220678710.64	2633741537.54	45.2931701885144	44.9364925186385
"502"	"HU"	"Hungary"	"ERDF"	2015	10756780690	0	0	0	10756780690	202227477.04	0	0	202227477.04	0	0	0	0	0	202227477.04	0	0	0	0	0	202227477.04	1.88000000063216	1.88000000063216
"503"	"LV"	"Latvia"	"TOTAL"	2015	3750667147	0	0	0	3750667147	70512542.34	0	0	70512542.34	0	0	0	0	0	70512542.34	0	0	0	0	0	70512542.34	1.87999999937078	1.87999999937078
"504"	"HU"	"Hungary"	"CF"	2016	6025427012	0	0	0	6025427012	169917041.73	0	0	169917041.73	113278027.82	0	0	0	0	283195069.55	0	0	0	0	0	283195069.55	4.69999999976765	4.69999999976765
"505"	"LV"	"Latvia"	"ERDF"	2020	2465883158	0	0	0	2465883158	67715319.12	0	0	67715319.12	299075992.79	11779209.47	0	154760610.19	0	200251492.25	1167321402.3	1507380.69	0	0	1177593231.08	1377844723.33	55.8763183429796	55.8763183429796
"506"	"IT"	"Italy"	"ERDF"	2015	20650352961	0	0	0	20650352961	388226770.94	0	0	388226770.94	0	0	0	0	0	388226770.94	0	0	0	0	0	388226770.94	1.88000065506483	1.88000065506483
"507"	"HR"	"Croatia"	"ERDF"	2024	4833056928	0	0	0	4833056928	126591087.84	0	0	126591087.84	824183842.35	297506671.73	0	465306463.71	0	187961794.75	4296485659.66	0	0	0	4593992331.39	4781954126.14	98.9426401836084	98.9426401836084
"508"	"GR"	"Greece"	"ERDF"	2016	8149497340	0	0	0	8149497340	307011481.72	537270092.92	0	844281574.64	153505740.8	3123962.08	0	0	0	994663353.36	430743721.58	0	0	0	433867683.66	1428531037.02	17.5290693084636	17.5290693084636
"509"	"SI"	"Slovenia"	"TOTAL"	2025	2586473468	0	0	0	2586473468	100469478.51	0	0	100469478.51	418039558.84	134548156.92	0	259942057.16	0	124018823.27	2344826783.19	16920295.38	0	0	2462454644.73	2586473468	100	100
"510"	"DK"	"Denmark"	"TOTAL"	2017	206615841	0	0	0	206615841	5826566.73	0	0	5826566.73	8982623.73	87306.62	0	3797071.2	0	10924812.64	18049178.54	0	0	0	18136485.16	29061297.8	14.0653773976604	14.0653773976604
"511"	"SK"	"Slovakia"	"ERDF"	2018	7291460222	26973102	0	0	7264487120	207560329.74	0	0	207560329.74	508473088.43	15747166.85	0	304241674.87	0	396044576.45	773578710.87	0	0	0	789325877.72	1185370454.17	16.3173316242317	16.2569693597651
"512"	"IT"	"Italy"	"TOTAL"	2020	21542042052	0	0	0	21542042052	582340156.41	0	0	582340156.41	2654678631.44	264815995.27	0	1363927276.23	0	1608275516.35	6496147885.38	81806034.39	0	0	6679157846.26	8287433362.61	38.4709738408508	38.4709738408508
"513"	"LT"	"Lithuania"	"CF"	2022	2039817626	0	0	0	2039817626	57779477.04	0	0	57779477.04	336785395.31	46987116.26	0	217173969.65	0	130403786.44	1679718268.33	1428256.94	0	0	1725277127.65	1855680914.09	90.972883577289	90.972883577289
"514"	"TC"	"Interreg"	"ERDF"	2023	9410256783	10176032	0	0	9400080751	277009954.59	0	0	277009954.59	1788194898.31	551390235.8	0	890070455.82	0	623744161.28	7394234778.84	12068759.85	0	0	7933556254.79	8557300416.07	91.0343287759486	90.9358863780328
"515"	"HU"	"Hungary"	"ERDF"	2024	11380672466	0	0	0	11380672466	538716751.08	0	0	538716751.08	1897737719.11	408508546.48	0	1346006336.02	0	681939587.69	11034799373.53	744575041.7	0	0	10698732878.31	11380672466	100	100
"516"	"LT"	"Lithuania"	"ERDF"	2017	3501411767	0	0	0	3501411767	98739811.83	0	0	98739811.83	152223876.58	0	0	65826541.22	0	185137147.19	293471542.35	0	0	0	293471542.35	478608689.54	13.6690204234411	13.6690204234411
"517"	"SI"	"Slovenia"	"CF"	2014	895370363	0	0	0	895370363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"518"	"HU"	"Hungary"	"CF"	2025	6025427012	0	0	0	6025427012	169917041.73	0	0	169917041.73	1057978376.07	53406714.64	0	847683077.75	0	326805625.41	6593570710.92	948356038.97	0	0	5698621386.59	6025427012	100	100
"519"	"IT"	"Italy"	"ERDF"	2024	27724375038	0	0	0	27724375038	1292490104.31	0	0	1292490104.31	4014671776.99	1397309431.18	0	2371655178.06	0	1538197272.06	23555578100.75	161827751.07	0	0	24791059780.86	26329257052.92	94.9679010503652	94.9679010503652
"520"	"HU"	"Hungary"	"TOTAL"	2016	16782207702	0	0	0	16782207702	473258257.29	0	0	473258257.29	315505504.86	0	0	0	0	788763762.15	530333194.09	0	0	0	530333194.09	1319096956.24	7.86009194775249	7.86009194775249
"521"	"HR"	"Croatia"	"ERDF"	2014	4321499588	0	0	0	4321499588	40622096.13	0	0	40622096.13	0	0	0	0	0	40622096.13	0	0	0	0	0	40622096.13	0.940000000064792	0.940000000064792
"522"	"LV"	"Latvia"	"ERDF"	2019	2401252452	0	0	0	2401252452	67715319.12	0	0	67715319.12	231360673.67	11706215.99	0	154760610.19	0	132609166.61	805348739.79	1507380.69	0	0	815547575.09	948156741.7	39.4859249767879	39.4859249767879
"523"	"LV"	"Latvia"	"TOTAL"	2017	3750667147	0	0	0	3750667147	105768813.51	0	0	105768813.51	163060254.18	7335429.72	0	63177112.62	0	198316525.35	268334908.98	0	0	0	275670338.7	473986864.05	12.6374014401444	12.6374014401444
"524"	"UK"	"United Kingdom"	"ERDF"	2022	5861030512	58022554	0	0	5803007958	164281476.84	0	0	164281476.84	959551429.66	275650674.08	0	483301407.36	0	364880825.06	3850815752.73	17075633.36	0	0	4109390793.45	4474271618.51	77.1026276526433	76.3393333194441
"525"	"BE"	"Belgium"	"TOTAL"	2018	953009307	0	0	0	953009307	26778362.34	0	0	26778362.34	65918597.65	2107708.7	0	39175599.92	0	51413651.37	104502402.71	0	0	0	106610111.41	158023762.78	16.5815550403644	16.5815550403644
"526"	"FR"	"France"	"ERDF"	2017	8426107776	0	0	0	8426107776	237689732.43	0	0	237689732.43	366438337.67	0	0	158459821.62	0	445668248.48	575108085.49	0	0	0	575108085.49	1020776333.97	12.1144466829331	12.1144466829331
"527"	"LU"	"Luxembourg"	"ERDF"	2024	89189782	0	0	0	89189782	11003074.62	0	0	11003074.62	6386663.66	4024915.67	0	2166963.63	0	11197858.98	71601713.66	1030974.31	0	0	74595655.02	85793514	96.1920884614338	96.1920884614338
"528"	"HU"	"Hungary"	"ERDF"	2022	11380672466	0	0	0	11380672466	538716751.08	0	0	538716751.08	1775944114.94	206215351.51	0	1102868502.48	0	1005577012.03	9290192466.05	486630967.08	0	0	9009776850.48	10015353862.51	88.0031816435372	88.0031816435372
"529"	"IT"	"Italy"	"TOTAL"	2021	26276375038	0	0	0	26276375038	1103116784.87	0	0	1103116784.87	3085519472.48	376799515.8	0	1863167137.78	0	1948669603.77	12231556680.34	81806034.39	0	0	12526550161.75	14475219765.52	55.0883435960494	55.0883435960494
"530"	"ES"	"Spain"	"TOTAL"	2020	20681482557	2111646	0	0	20679370911	638552276.36	0	21531983.27	617020293.09	2493234577.4	155789793.52	0	1299520471.51	0	1654944605.46	6560350168.45	84079329.08	0	0	6632060632.89	8287005238.35	40.0737782305645	40.0696865686987
"531"	"LV"	"Latvia"	"ERDF"	2022	2665837658	0	0	0	2665837658	95203562.97	0	0	95203562.97	405041517.47	35597495.92	0	251640405.2	0	213007179.32	1860894690.46	1507380.69	0	0	1894984805.69	2107991985.01	79.0742819122559	79.0742819122559
"532"	"EE"	"Estonia"	"TOTAL"	2021	3083110828	0	0	0	3083110828	100775982.75	0	0	100775982.75	426642835.18	95837981.88	0	186515551.53	0	245065284.52	2017739271.95	0	0	0	2113577253.83	2358642538.35	76.5020354419125	76.5020354419125
"533"	"CY"	"Cyprus"	"TOTAL"	2024	626070756	0	0	0	626070756	28087244.59	0	0	28087244.59	103654139.55	51368236.46	0	48451165.2	0	31921982.48	542780537.06	0	0	0	594148773.52	626070756	100	100
"534"	"RO"	"Romania"	"ERDF"	2020	11126080699	0	0	0	11126080699	403300634.31	0	0	403300634.31	1335933351.07	103842479.29	0	702990230.96	0	932401275.13	3405398513.89	2288074.45	0	0	3506952918.73	4439354193.86	39.9004313734575	39.9004313734575
"535"	"BG"	"Bulgaria"	"TOTAL"	2022	6105386534	0	0	0	6105386534	248896575.12	0	0	248896575.12	957852882.79	243629186.37	0	493753303.01	0	469366968.53	3561041580.31	0	0	0	3804670766.68	4274037735.21	70.0043758312191	70.0043758312191
"536"	"GR"	"Greece"	"CF"	2023	2775403635	0	0	0	2775403635	122080193.92	213640339.36	0	335720533.28	569840704	79958970.34	0	361690810.53	0	463911456.41	2257510789.8	25977581.55	0	0	2311492178.59	2775403635	100	100
"537"	"BG"	"Bulgaria"	"CF"	2023	2206897416	20507335	0	0	2186390081	64248261.45	0	0	64248261.45	416176999.71	82021178.39	0	239941948.46	0	158462134.31	1488781099.35	0	0	0	1570802277.74	1729264412.05	79.0922181305853	78.3572629843525
"538"	"SI"	"Slovenia"	"CF"	2016	895370363	0	0	0	895370363	25249444.26	0	0	25249444.26	16832962.84	0	0	0	0	42082407.1	25484579.14	0	0	0	25484579.14	67566986.24	7.54626119336943	7.54626119336943
"539"	"IT"	"Italy"	"ERDF"	2020	21542042052	0	0	0	21542042052	582340156.41	0	0	582340156.41	2654678631.44	264815995.27	0	1363927276.23	0	1608275516.35	6496147885.38	81806034.39	0	0	6679157846.26	8287433362.61	38.4709738408508	38.4709738408508
"540"	"GR"	"Greece"	"CF"	2019	3265667753	0	0	0	3265667753	122080193.92	213640339.36	0	335720533.28	313658108.94	12014363.97	0	213389073.94	0	423975204.31	727940254.21	25977581.55	0	0	713977036.63	1137952240.94	34.8459282146698	34.8459282146698
"541"	"CZ"	"Czechia"	"TOTAL"	2021	18678990753	0	0	0	18678990753	605054515.93	0	0	605054515.93	2631019934	630362536.36	0	1390631785.29	0	1215080128.28	11202054096.02	15959292.83	0	0	11816457339.55	13031537467.83	69.7657471977549	69.7657471977549
"542"	"DK"	"Denmark"	"TOTAL"	2019	206615841	0	0	0	206615841	5826566.73	0	0	5826566.73	19907436.35	2654751.48	0	11668891.75	0	11410359.85	58060012.23	0	0	0	60714763.71	72125123.56	34.9078382426641	34.9078382426641
"543"	"PT"	"Portugal"	"TOTAL"	2025	15488985400	0	0	0	15488985400	647545591.08	0	0	647545591.08	2466518820.76	1103445665.65	0	1162864630.01	0	847754116.18	13555081959.27	17296341.1	0	0	14641231283.82	15488985400	100	100
"544"	"MT"	"Malta"	"TOTAL"	2018	602096106	0	0	0	602096106	16979110.17	0	0	16979110.17	41740312.51	393750	0	25782378.18	0	32543294.5	89830614.75	0	0	0	90224364.75	122767659.25	20.3900437200303	20.3900437200303
"545"	"MT"	"Malta"	"CF"	2022	204992109	0	0	0	204992109	6140327.46	0	0	6140327.46	35319463.98	10478643.37	0	18427162.5	0	12553985.57	129000319.97	0	0	0	139478963.34	152032948.91	74.1652689226198	74.1652689226198
"546"	"SE"	"Sweden"	"TOTAL"	2017	934750041	0	0	0	934750041	26648949	0	0	26648949	41083796.39	0	0	17765966	0	49966779.39	132592329.67	0	0	0	132592329.67	182559109.06	19.5302595402614	19.5302595402614
"547"	"FR"	"France"	"TOTAL"	2018	8426107776	127002	0	0	8425980774	237689732.43	0	0	237689732.43	584320592.45	17889967.72	0	348548369.95	0	455571987.21	1330845611.61	10313715.24	0	0	1338421864.09	1793993851.3	21.2912170039091	21.2908960933281
"548"	"SK"	"Slovakia"	"CF"	2022	3991001427	0	0	0	3991001427	117544690.23	0	0	117544690.23	678795772.26	103643694.02	0	382685054.9	0	310011713.57	2804737252.07	41229539	0	0	2867151407.09	3177163120.66	79.6081679942732	79.6081679942732
"549"	"EU28"	"EU28"	"ERDF"	2015	196355009715	0	0	0	196355009715	4026699886.87	268635046.46	0	4295334933.33	0	0	0	0	0	4295334933.33	458695622.88	0	0	0	458695622.88	4754030556.21	2.42114044511024	2.42114044511024
"550"	"GR"	"Greece"	"ERDF"	2022	10980751660	0	0	0	10980751660	548193834.67	537270092.92	0	1085463927.59	1442539090.89	404715081.1	0	718544900.33	0	1404743037.05	8771592718.05	13220499.47	0	0	9163087299.68	10567830336.73	96.2395896378008	96.2395896378008
"551"	"FR"	"France"	"TOTAL"	2021	10554678327	1961802	0	0	10552716525	464931731.15	0	0	464931731.15	1256299244.93	211662053.12	0	682302204.6	0	827266718.36	4432980725.41	27087775.89	0	0	4617555002.64	5444821721	51.5963989755709	51.5868087336358
"552"	"DK"	"Denmark"	"ERDF"	2016	206615841	0	0	0	206615841	5826566.73	0	0	5826566.73	3884377.82	0	0	0	0	9710944.55	786718.46	0	0	0	786718.46	10497663.01	5.08076387521516	5.08076387521516
"553"	"TC"	"Interreg"	"ERDF"	2016	9246178297	0	0	0	9246178297	277009954.59	0	0	277009954.59	184687205.58	0	0	0	0	461697160.17	24328025.46	0	0	0	24328025.46	486025185.63	5.25649809054293	5.25649809054293
"554"	"CY"	"Cyprus"	"ERDF"	2024	367214564	0	0	0	367214564	17952476.59	0	0	17952476.59	52497936.28	29983049.23	0	22939491.7	0	17527871.94	319703642.83	0	0	0	349686692.06	367214564	100	100
"555"	"EE"	"Estonia"	"ERDF"	2018	1861084020	0	0	0	1861084020	52854171.27	0	0	52854171.27	129475660.93	14237564.81	0	67245949.22	0	100846318.17	378761093	0	0	0	392998657.81	493844975.98	26.535340192755	26.535340192755
"556"	"GR"	"Greece"	"ERDF"	2024	10980751660	0	0	0	10980751660	548193834.67	537270092.92	0	1085463927.59	1468949559.57	842390368.8	0	819793798.31	0	892229320.05	9361054903.12	114922931.99	0	0	10088522339.93	10980751659.98	99.9999999998179	99.9999999998179
"557"	"CZ"	"Czechia"	"TOTAL"	2015	18199615353	0	0	0	18199615353	342152768.64	0	0	342152768.64	0	0	0	0	0	342152768.64	0	0	0	0	0	342152768.64	1.88000000001978	1.88000000001978
"558"	"RO"	"Romania"	"CF"	2021	6534996977	0	0	0	6534996977	260755886.36	0	0	260755886.36	994453813.11	71791245.58	0	618498796.25	0	564919657.64	3243689065.3	0	0	0	3315480310.88	3880399968.52	59.37875690191	59.37875690191
"559"	"CZ"	"Czechia"	"CF"	2022	6143946095	0	0	0	6143946095	176501705.37	0	0	176501705.37	1015985069.21	344613286.06	0	463058471.16	0	384815017.36	4734054289.94	0	0	0	5078667576	5463482593.36	88.9246505239724	88.9246505239724
"560"	"LV"	"Latvia"	"CF"	2024	1246634592	0	0	0	1246634592	38053494.39	0	0	38053494.39	242867675.75	27603019.68	0	181109707.95	0	72208442.51	1148406014.8	1582884.99	0	0	1174426149.49	1246634592	100	100
"561"	"TC"	"Interreg"	"ERDF"	2015	9234360279	0	0	0	9234360279	184666351.8	0	0	184666351.8	0	0	0	0	0	184666351.8	0	0	0	0	0	184666351.8	1.99977417190396	1.99977417190396
"562"	"PL"	"Poland"	"TOTAL"	2017	63421859277	0	0	0	63421859277	1788496431.69	0	0	1788496431.69	2757265332.28	46269824.73	0	1146061129.73	0	3353430809.51	6283298636.14	0	0	0	6329568460.87	9682999270.38	15.2676054924356	15.2676054924356
"563"	"BG"	"Bulgaria"	"ERDF"	2020	3627082060	0	0	0	3627082060	100608226.62	0	0	100608226.62	438360500.94	99846737.82	0	190338798.31	0	248783191.43	1508129127.98	0	0	0	1607975865.8	1856759057.23	51.1915370679537	51.1915370679537
"564"	"FR"	"France"	"ERDF"	2016	8426107776	0	0	0	8426107776	237689732.43	0	0	237689732.43	158459821.62	0	0	0	0	396149554.05	73932310.58	0	0	0	73932310.58	470081864.63	5.57887315385319	5.57887315385319
"565"	"MT"	"Malta"	"CF"	2023	204992109	0	0	0	204992109	6140327.46	0	0	6140327.46	39419306.16	13513373.19	0	19492274.86	0	12553985.57	154731286.86	0	0	0	168244660.05	180798645.62	88.1978562501642	88.1978562501642
"566"	"BG"	"Bulgaria"	"TOTAL"	2024	6105386534	34502247	0	0	6070884287	248896575.12	0	0	248896575.12	1077920613.47	346846370.17	0	630371580.57	0	349599237.85	5383772862.72	27215466.14	0	0	5703403766.75	6053003004.6	99.7054583557409	99.1420112533697
"567"	"MT"	"Malta"	"ERDF"	2018	384353997	0	0	0	384353997	10838782.71	0	0	10838782.71	26645340.83	393750	0	16316040.01	0	20774333.53	58863947.87	0	0	0	59257697.87	80032031.4	20.8224792833363	20.8224792833363
"568"	"BE"	"Belgium"	"TOTAL"	2020	953009307	0	0	0	953009307	26778362.34	0	0	26778362.34	118548533.31	13245822.3	0	58351657.43	0	73729415.92	284784970.79	0	0	0	298030793.09	371760209.01	39.0090848304801	39.0090848304801
"569"	"SI"	"Slovenia"	"TOTAL"	2022	2586473468	0	0	0	2586473468	100469478.51	0	0	100469478.51	376495939.86	77444136.3	0	207096726.51	0	192424555.56	1851928832.15	9306201.74	0	0	1920066766.71	2112491322.27	81.674579244901	81.674579244901
"570"	"CY"	"Cyprus"	"TOTAL"	2021	605181642	0	0	0	605181642	26230168.99	0	0	26230168.99	83812652.4	25446373.43	0	40531287.33	0	44065160.63	366258256.22	0	0	0	391704629.65	435769790.28	72.0064456747021	72.0064456747021
"571"	"EU28"	"EU28"	"ERDF"	2019	199253465133	177627894	0	0	199075837239	5877997173.05	537270092.92	0	6415267265.97	19120766188.83	1522236592.6	0	12016352088.16	0	11997444774.04	56566380598.57	531866917.31	0	0	57556750273.8601	69554195047.9	34.9385420212484	34.9073954630968
"572"	"IE"	"Ireland"	"ERDF"	2024	470775098	0	0	0	470775098	13462894.8	0	0	13462894.8	74779010.11	19729107.21	0	47836199.41	0	20676598.29	437862707.01	10805301.49	0	0	446786512.73	467463111.02	99.2964821219155	99.2964821219155
"573"	"SK"	"Slovakia"	"TOTAL"	2017	11459711649	0	0	0	11459711649	325105019.97	0	0	325105019.97	501203572.49	0	0	216736679.98	0	609571912.48	783977046.91	0	0	0	783977046.91	1393548959.39	12.1604190582893	12.1604190582893
"574"	"IT"	"Italy"	"ERDF"	2014	460532952	0	0	0	460532952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"575"	"PT"	"Portugal"	"CF"	2019	2861742164	0	0	0	2861742164	94151317.19	0	0	94151317.19	275728857.49	25667983.92	0	172722291.59	0	171489899.17	738115974.62	0	0	0	763783958.54	935273857.71	32.6819749687974	32.6819749687974
"576"	"SK"	"Slovakia"	"CF"	2018	4168251427	0	0	0	4168251427	117544690.23	0	0	117544690.23	288964030.15	23133285.31	0	158081445.46	0	225293989.61	1125382004.2	9710770.39	0	0	1138804519.12	1364098508.73	32.7259171530297	32.7259171530297
"577"	"PL"	"Poland"	"ERDF"	2022	42163894000	0	0	0	42163894000	1840696225.92	0	0	1840696225.92	6661194965.34	2039545633.07	0	3240811522.56	0	3221534035.63	33120261865.01	121255644.03	0	0	35038551854.05	38260085889.68	90.7413482485275	90.7413482485275
"578"	"LU"	"Luxembourg"	"TOTAL"	2026	89189782	0	0	0	89189782	11003074.62	0	0	11003074.62	6386663.66	4024915.67	0	2166963.63	0	11197858.98	74689590.79	1030974.31	0	0	77683532.15	88881391.13	99.654230716698	99.654230716698
"579"	"LU"	"Luxembourg"	"TOTAL"	2025	89189782	0	0	0	89189782	11003074.62	0	0	11003074.62	6386663.66	4024915.67	0	2166963.63	0	11197858.98	74689590.79	1030974.31	0	0	77683532.15	88881391.13	99.654230716698	99.654230716698
"580"	"SI"	"Slovenia"	"TOTAL"	2018	2330732258	0	0	0	2330732258	64458524.01	0	0	64458524.01	159622986.74	5452546.94	0	93921010.91	0	124707952.9	307129336.29	0	0	0	312581883.23	437289836.13	18.761907749337	18.761907749337
"581"	"RO"	"Romania"	"TOTAL"	2019	17661077676	0	0	0	17661077676	664056520.67	0	0	664056520.67	1701644834.16	73674802.97	0	973307276.69	0	1318719275.17	3732212510.5	0	0	0	3805887313.47	5124606588.64	29.0163866704688	29.0163866704688
"582"	"BE"	"Belgium"	"ERDF"	2024	1077621364	0	0	0	1077621364	42388295.19	0	0	42388295.19	180713574.01	50464972.27	0	110172408.92	0	62464488.01	936726123.31	2389164.25	0	0	984801931.33	1047266419.34	97.1831530374151	97.1831530374151
"583"	"IE"	"Ireland"	"ERDF"	2015	409206529	0	0	0	409206529	9616353.43	0	0	9616353.43	0	0	0	0	0	9616353.43	0	0	0	0	0	9616353.43	2.34999999963344	2.34999999963344
"584"	"HU"	"Hungary"	"ERDF"	2019	10785240317	0	0	0	10785240317	303341215.56	0	0	303341215.56	1037184941.28	102663773.49	0	643050048.1	0	594812335.25	4196261033.28	203498422.96	0	0	4095426383.81	4690238719.06	43.4875680207803	43.4875680207803
"585"	"IT"	"Italy"	"ERDF"	2021	26276375038	0	0	0	26276375038	1103116784.87	0	0	1103116784.87	3085519472.48	376799515.8	0	1863167137.78	0	1948669603.77	12231556680.34	81806034.39	0	0	12526550161.75	14475219765.52	55.0883435960494	55.0883435960494
"586"	"HU"	"Hungary"	"ERDF"	2023	11380672466	0	0	0	11380672466	538716751.08	0	0	538716751.08	1897737719.11	304258006.43	0	1233629267.22	0	898567196.54	10811129695.41	666607095.53	0	0	10448780606.31	11347347802.85	99.7071819503675	99.7071819503675
"587"	"DK"	"Denmark"	"TOTAL"	2025	362448078	0	0	0	362448078	24291911.58	0	0	24291911.58	46826289	11415134.16	0	30002164.72	0	29700901.7	323654756.92	2322714.78	0	0	332747176.3	362448078	100	100
"588"	"BG"	"Bulgaria"	"ERDF"	2021	3813837809	0	0	0	3813837809	121151359.01	0	0	121151359.01	510184049.04	136517763.25	0	251215999.5	0	243601645.3	2043503500.97	0	0	0	2180021264.22	2423622909.52	63.548137883595	63.548137883595
"589"	"MT"	"Malta"	"CF"	2017	217742109	0	0	0	217742109	6140327.46	0	0	6140327.46	9466338.17	0	0	4093551.64	0	11513113.99	10979416.08	0	0	0	10979416.08	22492530.07	10.3298944670367	10.3298944670367
"590"	"HR"	"Croatia"	"ERDF"	2017	4321499588	0	0	0	4321499588	121866288.39	0	0	121866288.39	187877194.63	0	0	81244192.26	0	228499290.76	266936808.25	0	0	0	266936808.25	495436099.01	11.4644485998734	11.4644485998734
"591"	"IE"	"Ireland"	"ERDF"	2021	470775098	0	0	0	470775098	13462894.8	0	0	13462894.8	60509295.63	9257936.89	0	37210976.38	0	27503277.16	401867906.11	7493314.51	0	0	403632528.49	431135805.65	91.5799938190444	91.5799938190444
"592"	"PL"	"Poland"	"TOTAL"	2023	65303824966	0	0	0	65303824966	2495161516.89	0	0	2495161516.89	11671147995.65	4363139079.09	0	5248004561.68	0	4555165871.77	56296423921.76	155782317.02	0	0	60503780683.83	65058946555.6	99.6250167420859	99.6250167420859
"593"	"FI"	"Finland"	"TOTAL"	2017	791976209	0	0	0	791976209	22252604.61	0	0	22252604.61	34306098.77	0	0	14835069.74	0	41723633.64	137460324.33	0	0	0	137460324.33	179183957.97	22.624916750498	22.624916750498
"594"	"HU"	"Hungary"	"ERDF"	2018	10785240317	0	0	0	10785240317	303341215.56	0	0	303341215.56	745713821.59	46841084.51	0	420809956.15	0	581403996.49	3109649309.41	2375028.29	0	0	3154115365.63	3735519362.12	34.6354763762841	34.6354763762841
"595"	"SK"	"Slovakia"	"CF"	2016	4168251427	0	0	0	4168251427	117544690.23	0	0	117544690.23	78363126.82	0	0	0	0	195907817.05	214204174.95	0	0	0	214204174.95	410111992	9.83894563901507	9.83894563901507
"596"	"FI"	"Finland"	"TOTAL"	2018	791976209	0	0	0	791976209	22252604.61	0	0	22252604.61	54778683.73	7506596.28	0	26799502.49	0	42725189.57	240144856.26	0	0	0	247651452.54	290376642.11	36.6648188178087	36.6648188178087
"597"	"FI"	"Finland"	"ERDF"	2016	789099456	0	0	0	789099456	22252604.61	0	0	22252604.61	14835069.74	0	0	0	0	37087674.35	56709746.65	0	0	0	56709746.65	93797421	11.8866411941868	11.8866411941868
"598"	"EE"	"Estonia"	"CF"	2019	1061534677	0	0	0	1061534677	30267677.07	0	0	30267677.07	102791314.85	21896954.25	0	32027934.58	0	79134103.09	528492939.3	0	0	0	550389893.55	629523996.64	59.3031966152152	59.3031966152152
"599"	"RO"	"Romania"	"ERDF"	2024	12376137876	0	0	0	12376137876	868546842.66	0	0	868546842.66	2048832083.97	618860125.77	0	1203387833.42	0	1095130967.44	10728988273	97679377	0	0	11250169021.77	12345299989.21	99.7508278665043	99.7508278665043
"600"	"BE"	"Belgium"	"ERDF"	2021	1050955320	0	0	0	1050955320	37552423.77	0	0	37552423.77	137608719.45	21333959.7	0	77138380.79	0	76688802.73	447674092.47	0	0	0	469008052.17	545696854.9	51.9238872019792	51.9238872019792
